review_id,shop_name,address,city,neighborhood,review_date,reviewer_id,overall_rating,coffee_quality,service_quality,atmosphere,value_score,avg_price,wait_time_minutes,has_wifi,power_outlets,outdoor_seating,parking,mobile_ordering,review_text
522,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-17,R5009,4.3,4.7,3.7,4.6,3.9,3.72,3,True,Plenty,False,Street,True,Best latte in the city. Long wait but worth it. Crowded but welcoming.
523,Caffeine Fix,654 Maple Dr,Boston,North End,2025-09-13,R7282,4.7,4.8,4.2,5,4.9,2.74,14,False,Limited,False,None,False,"Best latte in the city. Staff was helpful and knowledgeable. Too noisy, hard to concentrate."
524,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-06,R7297,4.1,4.5,3.1,4.4,4.8,4.62,15,False,Limited,False,Valet,True,"Decent coffee, could be better. Staff was helpful and knowledgeable. Modern and clean."
525,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-13,R8251,3.8,3.5,3.7,4.7,3.6,2.64,6,True,None,True,Street,True,"Decent coffee, could be better. Great customer service. Crowded but welcoming."
526,Caffeine Fix,654 Maple Dr,Boston,North End,2025-08-20,R4578,4.3,4.2,4.3,4.4,4.1,2.9,11,False,Limited,False,None,False,"Best latte in the city. Great customer service. Cozy atmosphere, perfect for working."
527,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-07,R1654,3.9,3.6,3.3,5,4.8,3.79,13,True,None,False,Street,True,"Coffee was okay, nothing special. Baristas are amazing. Modern and clean."
528,Caffeine Fix,654 Maple Dr,Boston,North End,2025-06-17,R9650,3.7,3.5,2.9,5,4.7,5.9,15,False,None,False,None,True,"Excellent pour-over. Great customer service. Beautiful space, great vibes."
529,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-04,R6832,4.2,4.8,3.2,4.1,4.9,4.78,11,True,Plenty,False,Valet,True,Excellent pour-over. Staff was helpful and knowledgeable. Modern and clean.
530,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-09,R4403,4.3,4.8,3.2,4.9,4.4,3.47,13,True,None,True,None,False,"Coffee tasted burnt. Great customer service. Beautiful space, great vibes."
531,Caffeine Fix,654 Maple Dr,Boston,North End,2025-09-02,R7940,4.5,4.9,3.9,4.6,4.8,5.46,7,False,None,True,Valet,True,"Decent coffee, could be better. Friendly staff, quick service. Cozy atmosphere, perfect for working."
532,Caffeine Fix,654 Maple Dr,Boston,North End,2025-06-22,R9971,4.4,4.4,4.3,5,3.5,3.16,12,True,Limited,False,Valet,True,"Excellent pour-over. Staff seemed rushed. Too noisy, hard to concentrate."
533,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-10,R1979,4.1,4.4,3.1,4.8,4.9,3.08,3,True,Plenty,False,Street,True,"Decent coffee, could be better. Service was slow today. Modern and clean."
534,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-12,R8182,4.4,4.7,3.8,4.4,4.8,5.58,12,False,Limited,False,Street,True,"Excellent pour-over. Service was slow today. Beautiful space, great vibes."
535,Caffeine Fix,654 Maple Dr,Boston,North End,2025-08-19,R5694,4.1,4.7,3.4,4.0,3.8,5.04,10,True,Plenty,False,Lot,True,"Best latte in the city. Baristas are amazing. Too noisy, hard to concentrate."
536,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-19,R6622,4.0,4.1,3.5,4.8,3.7,3.38,11,True,None,True,None,True,"Decent coffee, could be better. Long wait but worth it. Cozy atmosphere, perfect for working."
537,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-08,R6569,4.0,3.8,3.9,4.9,3.6,2.83,13,True,Plenty,True,Street,True,"Amazing coffee, perfectly brewed. Great customer service. Crowded but welcoming."
538,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-24,R6642,3.9,3.8,3.5,5,3.4,4.27,14,True,Limited,False,Street,True,Best latte in the city. Staff was helpful and knowledgeable. Needs better lighting.
539,Caffeine Fix,654 Maple Dr,Boston,North End,2025-07-26,R8541,4.2,3.7,4.4,5,4.1,2.82,9,True,Limited,False,Valet,True,"Excellent pour-over. Friendly staff, quick service. Cozy atmosphere, perfect for working."
540,Caffeine Fix,654 Maple Dr,Boston,North End,2025-07-27,R7033,4.2,4.2,4.0,4.1,4.7,2.68,7,True,Limited,False,Lot,True,"Coffee tasted burnt. Baristas are amazing. Beautiful space, great vibes."
541,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-27,R3016,4.0,4.2,3.5,4.5,3.5,4.38,7,True,Plenty,True,None,False,"Decent coffee, could be better. Great customer service. Needs better lighting."
542,Caffeine Fix,654 Maple Dr,Boston,North End,2025-09-29,R5819,4.2,4.4,3.4,4.9,4.3,3.25,11,True,None,True,Lot,True,"Excellent pour-over. Great customer service. Beautiful space, great vibes."
543,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-11,R6971,4.3,4.5,3.7,5,4.1,2.6,10,True,None,False,None,True,"Great espresso, smooth and rich. Baristas are amazing. Crowded but welcoming."
544,Caffeine Fix,654 Maple Dr,Boston,North End,2025-09-05,R3307,4.4,5,3.8,4.4,4.1,2.52,5,True,Plenty,True,None,False,"Decent coffee, could be better. Long wait but worth it. Too noisy, hard to concentrate."
545,Caffeine Fix,654 Maple Dr,Boston,North End,2025-07-24,R2192,3.9,3.9,3.4,4.7,4.2,4.2,4,False,None,False,Lot,True,"Amazing coffee, perfectly brewed. Long wait but worth it. Needs better lighting."
546,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-19,R4218,3.9,3.6,3.2,5,4.7,3.27,9,True,Limited,True,None,False,"Decent coffee, could be better. Friendly staff, quick service. Too noisy, hard to concentrate."
547,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-29,R9801,4.5,4.8,4.4,4.3,3.5,3.85,4,True,None,False,Street,True,"Amazing coffee, perfectly brewed. Service was slow today. Cozy atmosphere, perfect for working."
548,Caffeine Fix,654 Maple Dr,Boston,North End,2025-09-18,R9949,3.9,3.8,3.9,4.1,4.4,3.97,9,True,Plenty,True,Lot,True,"Decent coffee, could be better. Staff was helpful and knowledgeable. Modern and clean."
549,Caffeine Fix,654 Maple Dr,Boston,North End,2025-08-25,R9326,4.2,3.6,4.2,4.9,4.9,4.69,7,True,Plenty,True,Valet,False,"Great espresso, smooth and rich. Baristas are amazing. Crowded but welcoming."
550,Caffeine Fix,654 Maple Dr,Boston,North End,2025-07-03,R5907,4.0,4.0,3.8,3.9,4.7,2.93,8,False,Plenty,True,Valet,True,"Decent coffee, could be better. Service was slow today. Modern and clean."
551,Caffeine Fix,654 Maple Dr,Boston,North End,2025-09-10,R2183,4.0,4.1,3.2,5,4.3,5.5,15,False,Limited,True,None,False,"Great espresso, smooth and rich. Great customer service. Cozy atmosphere, perfect for working."
552,Caffeine Fix,654 Maple Dr,Boston,North End,2025-08-22,R9968,3.9,4.4,2.9,4.4,3.7,3.27,7,True,Limited,False,Lot,True,Best latte in the city. Long wait but worth it. Needs better lighting.
553,Caffeine Fix,654 Maple Dr,Boston,North End,2025-08-06,R1180,3.8,3.6,3.6,4.2,4.5,4.95,4,True,Limited,False,Lot,True,"Great espresso, smooth and rich. Staff was helpful and knowledgeable. Beautiful space, great vibes."
554,Caffeine Fix,654 Maple Dr,Boston,North End,2025-07-23,R7481,4.1,3.9,3.9,4.6,4.7,4.55,12,True,None,True,Lot,True,Coffee tasted burnt. Great customer service. Quiet and peaceful.
555,Caffeine Fix,654 Maple Dr,Boston,North End,2025-07-07,R8738,4.4,4.5,4.5,4.0,4.9,4.85,5,False,Plenty,True,Lot,False,"Great espresso, smooth and rich. Service was slow today. Crowded but welcoming."
556,Caffeine Fix,654 Maple Dr,Boston,North End,2025-09-09,R5817,4.0,3.6,4.3,4.5,3.3,4.93,15,True,None,False,Valet,True,"Best latte in the city. Staff seemed rushed. Beautiful space, great vibes."
557,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-01,R6557,3.5,3.6,3.0,4.2,3.6,2.87,9,True,Plenty,False,Street,True,"Coffee was okay, nothing special. Friendly staff, quick service. Beautiful space, great vibes."
558,Caffeine Fix,654 Maple Dr,Boston,North End,2025-07-20,R2429,4.4,4.7,3.7,4.5,4.8,2.61,14,True,None,True,None,True,"Amazing coffee, perfectly brewed. Great customer service. Quiet and peaceful."
559,Caffeine Fix,654 Maple Dr,Boston,North End,2025-08-12,R3553,3.7,3.4,3.7,4.0,4.5,2.51,8,True,Limited,True,Valet,False,Best latte in the city. Long wait but worth it. Needs better lighting.
560,Caffeine Fix,654 Maple Dr,Boston,North End,2025-07-14,R8111,3.7,3.7,3.2,4.3,4.4,4.07,8,True,None,True,Lot,False,Coffee tasted burnt. Staff seemed rushed. Quiet and peaceful.
561,Caffeine Fix,654 Maple Dr,Boston,North End,2025-06-30,R5920,3.7,3.4,3.6,4.2,4.6,5.38,6,False,None,True,Valet,True,"Great espresso, smooth and rich. Staff seemed rushed. Quiet and peaceful."
562,Caffeine Fix,654 Maple Dr,Boston,North End,2025-07-16,R5701,3.7,3.9,3.1,4.2,4.0,3.92,2,False,Limited,False,None,True,"Coffee was okay, nothing special. Great customer service. Crowded but welcoming."
563,Caffeine Fix,654 Maple Dr,Boston,North End,2025-07-10,R3830,3.7,3.5,3.4,4.6,3.8,5.05,13,True,Limited,False,Lot,True,"Amazing coffee, perfectly brewed. Long wait but worth it. Cozy atmosphere, perfect for working."
564,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-03,R4409,4.3,3.9,4.2,5,4.8,5.02,6,False,None,False,None,True,"Great espresso, smooth and rich. Staff seemed rushed. Too noisy, hard to concentrate."
565,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-01,R3493,3.8,3.6,3.2,5,4.2,4.76,10,True,Limited,True,Lot,True,Excellent pour-over. Staff seemed rushed. Quiet and peaceful.
566,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-12,R3712,4.5,4.7,4.3,4.4,4.7,5.49,7,True,Limited,True,Valet,True,"Decent coffee, could be better. Service was slow today. Quiet and peaceful."
567,Caffeine Fix,654 Maple Dr,Boston,North End,2025-06-25,R9113,3.9,3.9,3.7,4.0,4.0,4.72,10,False,Limited,False,None,True,"Decent coffee, could be better. Staff was helpful and knowledgeable. Cozy atmosphere, perfect for working."
568,Caffeine Fix,654 Maple Dr,Boston,North End,2025-09-06,R7800,3.9,4.1,3.1,5,3.6,4.15,2,True,Plenty,False,None,True,Best latte in the city. Baristas are amazing. Crowded but welcoming.
569,Caffeine Fix,654 Maple Dr,Boston,North End,2025-09-27,R6605,4.2,3.5,4.3,5,4.6,4.65,6,True,Limited,True,None,True,"Amazing coffee, perfectly brewed. Baristas are amazing. Beautiful space, great vibes."
570,Caffeine Fix,654 Maple Dr,Boston,North End,2025-08-05,R1130,4.0,4.7,2.9,3.9,4.4,4.73,6,True,Limited,False,Valet,False,"Amazing coffee, perfectly brewed. Baristas are amazing. Too noisy, hard to concentrate."
571,Caffeine Fix,654 Maple Dr,Boston,North End,2025-09-04,R9950,4.2,3.7,4.4,5,3.9,5.35,8,True,Plenty,True,Valet,False,Coffee tasted burnt. Long wait but worth it. Modern and clean.
572,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-03,R1528,4.2,4.7,3.4,4.0,4.5,4.65,13,True,Limited,True,Lot,False,"Great espresso, smooth and rich. Great customer service. Beautiful space, great vibes."
573,Caffeine Fix,654 Maple Dr,Boston,North End,2025-06-04,R6072,4.4,4.9,4.0,4.3,3.7,5.46,8,True,Plenty,False,Street,True,"Great espresso, smooth and rich. Great customer service. Needs better lighting."
574,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-05,R2179,4.4,4.9,3.7,4.8,3.7,5.06,8,True,None,True,Valet,False,"Great espresso, smooth and rich. Friendly staff, quick service. Crowded but welcoming."
575,Caffeine Fix,654 Maple Dr,Boston,North End,2025-07-30,R3292,4.2,4.1,4.0,4.6,4.1,5.56,6,True,Limited,True,None,True,"Coffee tasted burnt. Staff seemed rushed. Beautiful space, great vibes."
576,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-18,R6656,3.6,3.5,3.4,4.0,4.3,5.66,14,True,Plenty,True,Street,True,"Best latte in the city. Friendly staff, quick service. Beautiful space, great vibes."
577,Caffeine Fix,654 Maple Dr,Boston,North End,2025-05-27,R9180,4.2,3.7,4.4,4.6,4.7,4.38,3,False,None,False,Lot,True,"Amazing coffee, perfectly brewed. Staff was helpful and knowledgeable. Cozy atmosphere, perfect for working."
578,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-13,R2462,3.9,3.5,3.8,4.5,4.6,5.14,10,False,Plenty,False,Valet,True,"Amazing coffee, perfectly brewed. Service was slow today. Quiet and peaceful."
579,Caffeine Fix,654 Maple Dr,Boston,North End,2025-06-15,R7885,4.6,4.9,4.4,4.8,3.8,5.62,2,True,None,True,Lot,True,"Coffee was okay, nothing special. Staff was helpful and knowledgeable. Beautiful space, great vibes."
580,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-05,R2741,3.9,3.6,3.3,4.9,4.8,2.68,3,False,None,False,None,True,"Amazing coffee, perfectly brewed. Friendly staff, quick service. Needs better lighting."
581,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-02,R7439,4.3,4.4,3.6,5,4.3,3.8,15,False,Plenty,False,Valet,True,"Amazing coffee, perfectly brewed. Long wait but worth it. Modern and clean."
582,Caffeine Fix,654 Maple Dr,Boston,North End,2025-08-14,R2325,4.1,4.4,3.5,4.3,4.7,5.99,4,True,Plenty,True,None,False,Coffee tasted burnt. Baristas are amazing. Crowded but welcoming.
583,Caffeine Fix,654 Maple Dr,Boston,North End,2025-07-26,R7672,4.2,3.9,4.2,5,4.3,4.98,11,True,Limited,True,None,True,"Excellent pour-over. Long wait but worth it. Beautiful space, great vibes."
584,Caffeine Fix,654 Maple Dr,Boston,North End,2025-05-28,R5809,4.2,4.9,3.0,5,3.5,4.15,2,True,Limited,True,None,True,"Best latte in the city. Staff seemed rushed. Beautiful space, great vibes."
585,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-16,R2656,4.2,4.3,4.3,3.9,3.6,5.36,2,True,None,False,None,True,"Great espresso, smooth and rich. Friendly staff, quick service. Quiet and peaceful."
586,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-19,R4241,4.0,4.1,3.5,4.0,4.9,3.45,4,True,Limited,False,Street,True,"Best latte in the city. Friendly staff, quick service. Cozy atmosphere, perfect for working."
587,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-16,R7339,4.1,3.6,4.1,5,4.3,5.29,11,True,Limited,True,Street,False,"Amazing coffee, perfectly brewed. Baristas are amazing. Quiet and peaceful."
588,Caffeine Fix,654 Maple Dr,Boston,North End,2025-08-30,R7463,4.4,4.6,4.5,4.2,4.0,2.77,4,True,Plenty,True,Lot,True,Best latte in the city. Great customer service. Needs better lighting.
589,Caffeine Fix,654 Maple Dr,Boston,North End,2025-07-31,R9733,4.1,4.5,3.1,5,3.9,5.33,7,True,Plenty,False,Valet,False,"Decent coffee, could be better. Baristas are amazing. Beautiful space, great vibes."
590,Caffeine Fix,654 Maple Dr,Boston,North End,2025-11-04,R4586,3.8,3.7,3.7,4.0,3.9,4.14,3,False,None,True,Valet,False,"Amazing coffee, perfectly brewed. Friendly staff, quick service. Modern and clean."
591,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-01,R5577,4.4,4.7,3.6,4.9,4.7,3.24,12,True,Plenty,True,Lot,True,"Amazing coffee, perfectly brewed. Staff was helpful and knowledgeable. Too noisy, hard to concentrate."
592,Caffeine Fix,654 Maple Dr,Boston,North End,2025-10-21,R3323,4.2,4.4,3.7,5,3.8,3.65,13,True,Plenty,False,Lot,False,"Great espresso, smooth and rich. Service was slow today. Cozy atmosphere, perfect for working."
593,Caffeine Fix,654 Maple Dr,Boston,North End,2025-09-26,R8537,3.8,3.4,3.5,4.7,4.4,4.17,10,True,Limited,False,Lot,True,"Great espresso, smooth and rich. Friendly staff, quick service. Modern and clean."
594,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-13,R2889,4.0,3.5,4.4,4.1,4.2,3.66,12,False,Plenty,True,Valet,True,Coffee tasted burnt. Staff was helpful and knowledgeable. Quiet and peaceful.
595,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-07-03,R4637,3.7,3.7,3.1,5,3.1,4.23,10,False,Limited,True,Lot,True,"Great espresso, smooth and rich. Service was slow today. Crowded but welcoming."
596,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-07-05,R1097,4.5,4.6,4.2,5,3.8,4.57,14,False,Plenty,False,None,False,Excellent pour-over. Service was slow today. Modern and clean.
597,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-08-02,R4337,3.8,4.0,2.9,4.9,3.8,5.58,8,False,Limited,True,Valet,False,"Excellent pour-over. Friendly staff, quick service. Beautiful space, great vibes."
598,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-08-14,R3906,4.0,4.4,3.2,4.4,3.9,3.48,9,True,Limited,False,None,False,Best latte in the city. Great customer service. Quiet and peaceful.
599,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-08-12,R3950,3.6,3.1,3.3,4.5,4.5,4.36,11,True,Limited,False,Lot,True,"Decent coffee, could be better. Staff was helpful and knowledgeable. Too noisy, hard to concentrate."
600,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-10-03,R6942,3.9,4.1,3.7,4.0,3.9,4.07,8,True,Plenty,False,Lot,False,"Great espresso, smooth and rich. Staff seemed rushed. Too noisy, hard to concentrate."
601,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-05,R1914,4.2,4.3,3.8,5,3.4,4.32,3,True,Plenty,False,Street,False,"Excellent pour-over. Baristas are amazing. Beautiful space, great vibes."
602,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-10-28,R3546,4.4,4.5,4.0,5,3.6,3.99,15,True,Limited,True,Street,True,Best latte in the city. Long wait but worth it. Needs better lighting.
603,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-06-13,R7183,4.0,4.4,3.9,4.0,3.1,5.97,4,True,None,True,Lot,True,"Amazing coffee, perfectly brewed. Staff seemed rushed. Cozy atmosphere, perfect for working."
604,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-10-17,R6354,4.2,4.0,4.1,5,3.4,5.53,13,True,None,True,None,True,"Decent coffee, could be better. Baristas are amazing. Cozy atmosphere, perfect for working."
605,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-10-23,R2369,3.8,4.5,3.0,3.9,3.1,5.76,7,True,None,True,Valet,True,"Coffee tasted burnt. Staff seemed rushed. Beautiful space, great vibes."
606,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-06-02,R6491,3.9,3.7,3.2,5,4.5,5.99,11,True,None,False,Valet,True,"Coffee tasted burnt. Staff seemed rushed. Too noisy, hard to concentrate."
607,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-17,R8268,3.4,3.0,3.6,4.0,3.1,3.42,2,False,Limited,True,Lot,True,"Excellent pour-over. Staff was helpful and knowledgeable. Cozy atmosphere, perfect for working."
608,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-06-08,R5129,4.1,3.6,4.5,4.7,3.7,4.2,4,True,Limited,True,Street,True,Best latte in the city. Baristas are amazing. Quiet and peaceful.
609,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-10-09,R7717,3.7,3.6,3.9,4.0,3.0,5.56,3,False,Plenty,True,Lot,False,"Best latte in the city. Friendly staff, quick service. Cozy atmosphere, perfect for working."
610,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-06,R9154,4.0,3.4,4.4,4.7,4.1,2.98,3,True,Plenty,False,None,False,Coffee tasted burnt. Great customer service. Needs better lighting.
611,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-08-17,R2856,3.9,3.8,4.1,3.9,3.5,3.65,3,False,Plenty,True,None,False,"Best latte in the city. Great customer service. Beautiful space, great vibes."
612,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-06-06,R9695,3.9,3.7,3.9,4.3,3.4,3.97,6,True,Limited,False,Lot,True,"Coffee was okay, nothing special. Friendly staff, quick service. Too noisy, hard to concentrate."
613,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-11,R1043,3.8,3.5,3.2,5,4.1,5.69,3,True,Limited,True,None,True,Best latte in the city. Long wait but worth it. Modern and clean.
614,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-28,R9421,3.9,4.1,3.5,4.4,3.0,4.06,7,True,Plenty,True,Lot,True,"Great espresso, smooth and rich. Staff seemed rushed. Quiet and peaceful."
615,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-25,R2005,3.7,3.1,3.6,5,3.3,3.35,15,True,None,True,Lot,False,"Coffee tasted burnt. Baristas are amazing. Beautiful space, great vibes."
616,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-05,R4474,4.2,4.3,3.7,5,4.2,5.72,14,True,Plenty,True,Lot,True,"Decent coffee, could be better. Service was slow today. Quiet and peaceful."
617,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-05-29,R2496,4.3,4.3,4.2,5,3.1,4.33,9,False,None,True,Valet,False,"Coffee was okay, nothing special. Service was slow today. Needs better lighting."
618,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-08-25,R9426,3.9,3.4,3.9,4.8,4.4,4.11,3,True,Limited,True,None,False,"Great espresso, smooth and rich. Long wait but worth it. Too noisy, hard to concentrate."
619,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-28,R1097,4.2,4.5,3.9,4.2,4.3,5.78,8,True,Limited,True,None,False,"Amazing coffee, perfectly brewed. Staff was helpful and knowledgeable. Quiet and peaceful."
620,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-07-21,R6167,4.1,3.9,4.4,4.2,4.3,5.04,3,False,Plenty,True,Valet,True,Coffee tasted burnt. Baristas are amazing. Modern and clean.
621,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-14,R8944,4.3,4.2,4.2,4.8,4.3,5.71,10,True,None,False,Lot,True,"Amazing coffee, perfectly brewed. Baristas are amazing. Beautiful space, great vibes."
622,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-07-03,R2433,4.3,4.6,3.8,5,3.1,5.59,13,True,Plenty,True,Lot,True,"Coffee was okay, nothing special. Service was slow today. Modern and clean."
623,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-08-13,R7203,4.0,4.5,2.9,5,3.2,4.09,2,False,Limited,True,None,False,Excellent pour-over. Great customer service. Quiet and peaceful.
624,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-08-23,R7543,4.0,4.1,3.0,5,4.2,3.5,2,False,None,False,None,True,Best latte in the city. Service was slow today. Modern and clean.
625,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-10-23,R7482,3.9,3.2,4.2,4.9,3.4,3.81,7,False,Limited,False,Lot,True,"Great espresso, smooth and rich. Long wait but worth it. Needs better lighting."
626,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-17,R5942,4.0,3.8,4.1,4.4,3.5,3.2,14,True,Limited,False,None,False,"Coffee was okay, nothing special. Long wait but worth it. Modern and clean."
627,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-02,R2811,4.4,4.3,4.5,4.7,4.2,5.39,8,True,None,True,Street,True,"Coffee tasted burnt. Great customer service. Too noisy, hard to concentrate."
628,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-10-22,R8037,4.1,3.8,3.9,5,3.7,4.09,4,True,Plenty,False,None,True,"Great espresso, smooth and rich. Friendly staff, quick service. Modern and clean."
629,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-19,R4134,4.4,4.3,4.4,4.9,3.9,3.74,6,False,None,True,None,True,"Coffee tasted burnt. Long wait but worth it. Beautiful space, great vibes."
630,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-08-25,R1032,3.8,3.9,3.2,4.7,3.8,5.33,9,True,None,False,Lot,False,"Coffee tasted burnt. Great customer service. Cozy atmosphere, perfect for working."
631,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-06,R3187,3.9,3.8,3.5,5,3.6,4.01,7,True,Plenty,True,Lot,False,Excellent pour-over. Great customer service. Quiet and peaceful.
632,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-10-07,R1091,4.4,4.4,4.0,5,4.0,5.02,11,True,None,False,None,True,"Best latte in the city. Staff seemed rushed. Beautiful space, great vibes."
633,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-07-01,R6881,3.9,3.4,4.1,4.7,3.9,4.8,10,True,Plenty,False,Lot,False,"Excellent pour-over. Service was slow today. Too noisy, hard to concentrate."
634,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-15,R3568,4.3,4.3,4.1,5,3.7,5.77,12,False,None,False,Valet,True,"Coffee was okay, nothing special. Staff seemed rushed. Needs better lighting."
635,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-08-01,R4902,4.3,4.0,4.3,5,4.1,3.07,11,True,Limited,True,Street,True,"Amazing coffee, perfectly brewed. Service was slow today. Needs better lighting."
636,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-07-05,R3726,3.7,3.3,3.4,5,3.5,5.77,11,True,Plenty,False,Valet,True,Excellent pour-over. Staff seemed rushed. Needs better lighting.
637,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-11-19,R3258,3.8,4.0,3.2,4.0,4.4,4.91,6,False,Plenty,False,Street,True,Excellent pour-over. Great customer service. Quiet and peaceful.
638,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-06-12,R5057,4.4,4.4,4.5,4.6,4.1,4.18,6,True,Plenty,False,Street,True,"Excellent pour-over. Staff was helpful and knowledgeable. Too noisy, hard to concentrate."
639,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-10-16,R1759,3.6,3.5,3.7,4.1,3.1,2.65,3,False,Plenty,True,Street,True,Coffee tasted burnt. Service was slow today. Needs better lighting.
640,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-06-28,R6374,4.4,4.5,3.8,5,4.3,3.18,3,False,Plenty,True,Lot,True,"Coffee tasted burnt. Friendly staff, quick service. Cozy atmosphere, perfect for working."
641,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-21,R6650,3.6,3.4,3.5,4.5,3.3,3.81,8,False,Plenty,False,Valet,False,"Great espresso, smooth and rich. Baristas are amazing. Too noisy, hard to concentrate."
642,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-08-03,R6486,3.9,3.2,4.3,4.7,4.1,3.45,15,True,None,False,Lot,True,Best latte in the city. Staff seemed rushed. Quiet and peaceful.
643,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-06-02,R9361,4.1,4.4,3.4,4.9,3.0,3.9,11,True,None,False,Lot,False,"Coffee was okay, nothing special. Staff was helpful and knowledgeable. Too noisy, hard to concentrate."
644,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-10-04,R8467,3.9,3.6,3.5,5,3.8,4.56,10,True,None,True,Valet,False,Excellent pour-over. Long wait but worth it. Needs better lighting.
645,Steamy Beans,987 Cedar Ln,Boston,Beacon Hill,2025-09-05,R7386,3.7,3.1,3.8,4.8,3.8,5.41,7,True,None,True,None,False,"Best latte in the city. Baristas are amazing. Too noisy, hard to concentrate."
